03509FD8-6F46-4632-8D2E-A904FC5A8915#appfire#2C578DCD-EF61-4D37-BF8D-D93BE69D0A9A#appfire#alarm.volume#appfire#100000#appfire##appfire#Alarm Volume#appfire#1#appfire#\N#appfire#2016-01-14 08:59:17#appfire#\N#appfire#2016-01-14 08:59:17#appfire#1
AAB9826D-D104-4EB3-AC49-CE616D2D5B5F#appfire#2C578DCD-EF61-4D37-BF8D-D93BE69D0A9A#appfire#refresh.frequency#appfire#0#appfire#Refresh Time to reload this configuration file In a production environment, if you want to debug a specific component you can change the Alarm Log Levels (for specific Target like File, DB etc) of that specific components. Once the configuration is refreshed new Log Events will be written to the configured Target (File, DB etc). This will help to isolate and troubleshoot a production environment without shutting down the application. #appfire#Refresh Frequency#appfire#1#appfire#\N#appfire#2016-01-14 08:59:17#appfire#\N#appfire#2016-01-14 08:59:17#appfire#1
BD3E6A8A-5760-4078-A201-371857461E4A#appfire#2C578DCD-EF61-4D37-BF8D-D93BE69D0A9A#appfire#alarm.queue#appfire#0#appfire#Logging Framework is Asynchronous in nature. Log Events goes to the Queue first and connectors takes the event from the queue for processing. Event Queue Type 0 - Circular Queue (RECOMMENDED) 1 - Infinite Queue with Initial Capacity and events will be wrapped in Soft References (JVM will garbage collect these soft references when it runs out of memory). 2 - Infinite Queue (NOT RECOMMENDED)#appfire#Alarm Queue Type#appfire#1#appfire#\N#appfire#2016-01-14 08:59:17#appfire#\N#appfire#2016-01-14 08:59:17#appfire#1
